street,location
"1300 Golf Course Rd Newport, TN 37821","(35.9277829, -83.1844521)"
"19 Mockingbird Lane Vilonia, AR 72173","(35.0685492, -92.1992684)"
"416 Lake Ridge Dr Henryville, IN 47126","(38.509684, -85.7784981)"
"1330 Waverland Dr Macon, GA 31211","(32.8639175, -83.6357159)"
"6404 Candletree Lane Mckinney, TX 75070","(33.1627849, -96.6971683)"
"1420 Peachtree Drive Ashland, OH 44805","(40.881035, -82.30869899999999)"
"1420 Riverside Dr Virginia Beach, VA 23453","(36.7958602, -76.1109069)"
"6 Olivia`S Court Frackville, PA 17931","(40.783885, -76.20336)"
"13734 Fordham Ave Saint Paul, MN 55124","(44.7499474, -93.2047632)"
"4913 Olivia Lane Wichita Falls, TX 76310","(33.8528252, -98.5949615)"
"80 S Loveland Ave Kingston, PA 18704","(41.25642999999999, -75.896703)"
"10895 Touchstone Loop Parker, CO 80134","(39.519022, -104.8276049)"
"805 Orange Heights Dr Harlingen, TX 78550","(26.2090496, -97.7035925)"
"314 Clayton Road Williamstown, NJ 8094","(39.6831143, -74.9983835)"
"1729 Old Wood Rd Rockford, IL 61107","(42.2869069, -89.04208609999999)"
"761 Taylor St Morton, IL 61550","(40.6199368, -89.44653459999999)"
"2530 Citrus Tower Blvd Clermont, FL 34711","(28.5333747, -81.72805520000001)"
"176 Commonwealth Ave Buffalo, NY 14216","(42.94993789999999, -78.86208429999999)"
"3209 Roberta St Metairie, LA 70003","(30.0056677, -90.2037881)"
"8764 125Th St Richmond Hill, NY 11418","(40.6992012, -73.8250053)"
"2525 Las Flores St Alhambra, CA 91803","(34.065715, -118.1494858)"
"3231 Lilly Ave Long Beach, CA 90808","(33.815551, -118.0726243)"
"20543 Wyandotte Winnetka, CA 91306","(34.2033328, -118.5813255)"
"20102 Lower Crab Creek Rd Sw Beverly, WA 99321","(46.834128, -119.920741)"
"7114 Robin Meadow St Pearland, TX 77581","(29.5753461, -95.32932670000001)"
"6978 N Braeburn Ln Milwaukee, WI 53209","(43.1444002, -87.9435531)"
"18 Adams Lane Smithfield, RI 2917","(41.8687504, -71.4982831)"
"1742 E 122Nd St Los Angeles, CA 90059","(33.9214664, -118.2414136)"
"15045 Jenkins Hill Lane Culpeper, VA 22701","(38.49751759999999, -78.0407705)"
"23416 Petroleum Ave Torrance, CA 90502","(33.812235, -118.2925158)"
"1456 E Philadelphia St Ontario, CA 91761","(34.0330551, -117.6241908)"
"6127 167Th St Fresh Meadows, NY 11365","(40.7374631, -73.80161869999999)"
"5036 Los Feliz Blvd Los Angeles, CA 90027","(34.1093464, -118.2994805)"
"164 Bonita St Titusville, FL 32780","(28.5020411, -80.7812543)"
"9100 Andrews Hwy Odessa, TX 79765","(31.94263539999999, -102.4027648)"
"1750 Hancock Ave Apollo, PA 15613","(40.5728759, -79.5759059)"
"18211 Bulverde Road San Antonio, TX 78259","(29.6076296, -98.4209128)"
"17112 Harris Rd Defiance, OH 43512","(41.193184, -84.26701489999999)"
"1718 Hickory Hill Dr Eagan, MN 55122","(44.7929339, -93.1872628)"
"1388 River Bank Dr Collierville, TN 38017","(35.077926, -89.65720689999999)"
"509 Hagey Place Collegeville, PA 19426","(40.192561, -75.4712629)"
"2443 Sierra Nevada Rd. #L2 Mammoth Lakes, CA 93546","(37.6418039, -118.9714419)"
"5640 N Danube Road Fridley, MN 55432","(45.0704, -93.2333695)"
"5542 Kingsport Dr Atlanta, GA 30342","(33.90961619999999, -84.3841659)"
"2108 Nunley Dr Rockvale, TN 37153","(35.781635, -86.5120405)"
"1809 Swan Falls Lane Roseville, CA 95661","(38.75776279999999, -121.2383706)"
"1614 14Th Ave S Saint Cloud, MN 56301","(45.5423575, -94.1669105)"
"1404 Evaline Drive Columbus, OH 43224","(40.0543851, -82.98020749999999)"
"1 Broadway Island Park, NY 11558","(40.6119653, -73.643434)"
"301 G Street, Sw #704 Washington, DC 20024","(38.8816752, -77.0164135)"
"12 N Sumner St Portland, OR 97217","(45.56035869999999, -122.6671442)"
"2076 Industry Rd Atwater, OH 44201","(41.045124, -81.192486)"
"20332 Chestnut Grove Dr Tampa, FL 33647","(28.1655811, -82.38241479999999)"
"1820 N. Fisk St Boise, ID 83704","(43.6216762, -116.2567893)"
"47 Ambassador Avenue Romeoville, IL 60446","(41.65503409999999, -88.0816602)"
"44697 Greenbriar Dr Van Buren Twp, MI 48111","(42.2562728, -83.4782334)"
"568 Havenwood Rd Blairsville, GA 30512","(34.9713555, -84.0827908)"
"827 Emory Ct Merced, CA 95341","(37.2976634, -120.5115143)"
"4346 Meadowlark Ct Gurnee, IL 60031","(42.3655244, -87.9103801)"
"4083 Inniswood Pl Dublin, CA 94568","(37.71795280000001, -121.8730941)"
"2534 Warners Rd Warners, NY 13164","(43.0863848, -76.33281629999999)"
"115 Heather Heights Bradyville, TN 37026","(35.7145881, -86.0559277)"
"559 Newman Trl Stillwater, MN 55082","(45.0485865, -92.8588073)"
"10353 Alexander Ave South Gate, CA 90280","(33.9378767, -118.1954699)"
"412 10Th Street Manhattan Beach, CA 90266","(33.884196, -118.4075132)"
"3400 7Th St Sioux City, IA 51105","(42.49726, -96.3639308)"
"3 Barber Blvd South Bound Brook, NJ 8880","(40.5505577, -74.52227359999999)"
"4656 Westfield Rd Jacksonville, FL 32210","(30.2633151, -81.7094852)"
"2780 Hidden Hills Way Corona, CA 92882","(33.8651372, -117.6259505)"
"370 Heights Ln Clayton, GA 30525","(34.8901944, -83.3825134)"
"3261 Sw Avalon Way Seattle, WA 98126","(47.563774, -122.3740993)"
"25 Cook Rd East Brunswick, NJ 8816","(40.42870320000001, -74.42116659999999)"
"2653 Joseph Ave Pineville, LA 71360","(31.3190473, -92.3937862)"
"9900 Se Bell Ave Milwaukie, OR 97222","(45.45100559999999, -122.5925241)"
"4048 Wonderwood Ln Se Lacey, WA 98503","(47.0096048, -122.8206761)"
"1002 Cool Corner Ct Richmond, TX 77406","(29.6407677, -95.72280429999999)"
"410 Moore Blvd Clayton, NJ 8312","(39.6538003, -75.0841335)"
"771 Ramirez Rd Marysville, CA 95901","(39.265639, -121.590855)"
"12319 Nw 148Th Ave Alachua, FL 32615","(29.7906178, -82.4777929)"
"106 Lake Emerald Drive Fort Lauderdale, FL 33309","(26.1801315, -80.174036)"
"895 Park Boulevard San Diego, CA 92101","(32.7144892, -117.1535465)"
"14 Seneca Trl Sparta, NJ 7871","(41.0300205, -74.6644474)"
"181 Ruffin School Road Ruffin, NC 27326","(36.4511687, -79.5385409)"
"7690 E Starla Dr Scottsdale, AZ 85255","(33.7028933, -111.9144518)"
"511 Pinewood Drive Oldsmar, FL 34677","(28.0511833, -82.6718243)"
"15734 Rinaldi Street Los Angeles, CA 91344","(34.2788421, -118.4747858)"
"34 Harmony Ln Westbury, NY 11590","(40.73730949999999, -73.5485771)"
"219 E Tabor Rd Phila, PA 19120","(40.0310679, -75.1190432)"
"210 Howell St Bellmore, NY 11710","(40.6687979, -73.5395583)"
"1300 Avenue At Port Imper Weehawken, NJ 7086","(40.7731429, -74.0130758)"
"77 Scriver Woods Rd Garden Valley, ID 83622","(44.16894, -115.965556)"
"924 Cherry Laurel Ln Arlington, TX 76012","(32.7479207, -97.1421199)"
"12 Baxter Lane Chesterfield, MO 63017","(38.64489349999999, -90.5605573)"
"4316 Yellowleaf Dr Fort Worth, TX 76133","(32.6304383, -97.3890339)"
"108 Duncan St Gallatin, TN 37066","(36.380387, -86.4487566)"
"4025 Glen Laurel Drive North Valdosta, GA 31605","(30.93144809999999, -83.2471924)"
"600 Hosking Avenue Bakersfield, CA 93307","(35.2823877, -119.0083556)"
"6855 Lahontan Dr Fort Worth, TX 76132","(32.6493417, -97.4350511)"
"107 County Road 29 Prattville, AL 36067","(32.4294098, -86.50751079999999)"
"2611 104Th St E Tacoma, WA 98445","(47.1642172, -122.3938825)"
"408 Quarry St Ashland, OH 44805","(40.8681065, -82.3218095)"
"557 Coalyard Drive Garner, NC 27529","(35.671919, -78.582417)"
"5205 S Meadow Lark Dr Castle Rock, CO 80109","(39.4126653, -104.9136766)"
"364 Norway Dr Dover, DE 19901","(39.2140751, -75.5782146)"
"2414 Northeast Confucius Way Poulsbo, WA 98370","(47.741853, -122.6160639)"
"1235 Rosemary Ln Danville, VA 24541","(36.5951083, -79.4346321)"
"1544 Dellsway Rd Towson, MD 21286","(39.3945212, -76.5716158)"
"5 Manor View Circle Malvern, PA 19355","(40.04790910000001, -75.54673000000001)"
"1973 Roanoke St San Jacinto, CA 92582","(33.7853699, -116.9998894)"
"3810 Southwest 59Th Terrace Davie, FL 33314","(26.0745054, -80.2259663)"
"204 Easy St Silsbee, TX 77656","(30.3672974, -94.1965221)"
"2907 Maverick Street Las Vegas, NV 89108","(36.2126295, -115.2296953)"
"339 Hancock Street Bangor, ME 4401","(44.8033675, -68.7585422)"
"1 Country Hill Rd Jefferson, MA 1522","(42.3657172, -71.8979519)"
"1106 Old Mill Rd Saint Stephen, SC 29479","(33.3879849, -79.9366494)"
"937 Hobby Rd Copperas Cove, TX 76522","(31.1425941, -97.9114251)"
"1137 Paintbrush Mesquite, TX 75149","(32.7716511, -96.5820507)"
"2009 29Th St Lubbock, TX 79411","(33.5679407, -101.8605562)"
"31 N Central Ave Jenkintown, PA 19046","(40.0836683, -75.09065749999999)"
"565 Autry Rd Clarkton, NC 28433","(34.5380022, -78.68335139999999)"
"21 Mud Hollow Rd Concord, VT 5824","(44.4773837, -71.943782)"
"838 E El Caminito Dr Phoenix, AZ 85020","(33.5591328, -112.0622384)"
"2321 E Omaha Ave Fresno, CA 93720","(36.85523, -119.7413824)"
"73 Pueblo Road New Britain, PA 18901","(40.2977664, -75.1926807)"
"1935 Columbia St Eugene, OR 97403","(44.0385292, -123.0677154)"
"1 Puerto Nuevo Lake Forest, CA 92610","(33.6902858, -117.6661041)"
"204 S Lackawanna St Wayland, NY 14572","(42.5639303, -77.5896456)"
"1215 N Wabash Ave Kokomo, IN 46901","(40.497171, -86.1413)"
"132 Jules Ln Church Point, LA 70525","(30.3091454, -92.12972359999999)"
"8444 Cortina Cir Roseville, CA 95678","(38.79381619999999, -121.288497)"
"10142 Cape Ann Dr Columbia, MD 21046","(39.1822433, -76.866173)"
"716 Brookside Rd Rahway, NJ 7065","(40.6098084, -74.300569)"
"514 Concha Dr Sebastian, FL 32958","(27.7607083, -80.4827725)"
"187 Aster Ct Whitehouse Station, NJ 8889","(40.618827, -74.763116)"
"902 43Rd Ave Phenix City, AL 36869","(32.463436, -85.0516182)"
"800 Vista Valet San Antonio, TX 78216","(29.5587131, -98.51177320000001)"
"2238 State Highway 7 Troy, NY 12180","(42.811692, -73.536498)"
"562 Main Street Hampstead, NH 3841","(42.90039520000001, -71.21658719999999)"
"1327 Iron Glen Dr Temple, TX 76502","(31.1353498, -97.42703709999999)"
"3908 Garland Ave Leavenworth, KS 66048","(39.2784345, -94.9225778)"
"22543 August Leaf Dr Tomball, TX 77375","(30.0938772, -95.5489929)"
"283 Harrison Ave Jersey City, NJ 7304","(40.721227, -74.080435)"
"4361 County Road 4316 Larue, TX 75770","(32.1905545, -95.5389462)"
"6324 W Beverly Ln Glendale, AZ 85306","(33.6333676, -112.1954858)"
"6910 W Waters Ave Tampa, FL 33634","(28.024725, -82.557226)"
"1535 Rhett Dr Anderson, IN 46013","(40.0649009, -85.6603847)"
"731 Lime Lane Crestview, FL 32536","(30.72019899999999, -86.5962629)"
"1601 E Highland Ave Phoenix, AZ 85016","(33.5054687, -112.0465688)"
"6355 Valley Brook Trce Utica, KY 42376","(37.6880365, -87.05655519999999)"
"202 W 121St St Los Angeles, CA 90061","(33.92268610000001, -118.2761188)"
"702 Crestview Dr Madison, AL 35758","(34.707078, -86.7322415)"
"6867 Adrienne Arbor Dr Spring, TX 77389","(30.136265, -95.5244534)"
"707 Faraway Ct Bowie, MD 20721","(38.901215, -76.819673)"
"515 S O Leary St Flagstaff, AZ 86001","(35.1909604, -111.6473244)"
"12530 Huntington Field Dr Houston, TX 77099","(29.6680076, -95.6067226)"
"2119 Deerfield St Cincinnati, OH 45206","(39.1190937, -84.4946769)"
"902 N Nopal St Santa Barbara, CA 93103","(34.4292117, -119.6915948)"
"85523 Stacie Ln Coachella, CA 92236","(33.6642057, -116.1753494)"
"26927 Cherry Willow Dr Santa Clarita, CA 91387","(34.404397, -118.4361847)"
"919 Leawood Dr Joliet, IL 60431","(41.50547479999999, -88.1611373)"
"10982 E. Secret Mine Court Gold Canyon, AZ 85118","(33.33856720000001, -111.4277052)"
"1426 Oxford Meadows Dr Houston, TX 77073","(30.0148848, -95.4097024)"
"1470 W 37Th St Hialeah, FL 33012","(25.8550316, -80.3119747)"
"1601 River Trce Auburn, GA 30011","(33.9983304, -83.8493002)"
"94 Partlow Rd Royston, GA 30662","(34.24976729999999, -83.0805561)"
"156 Elm Road Glenwood, GA 30428","(32.2650857, -82.7291255)"
"910 Suffolk Dr Lititz, PA 17543","(40.1208219, -76.3400984)"
"5530 Chisolm Trail Indianapolis, IN 46237","(39.6866529, -86.07375789999999)"
"6320 Pecan Course Ocala, FL 34472","(29.1365994, -82.0447362)"
"15 Yale Rd East Patchogue, NY 11772","(40.78253400000001, -72.9923974)"
"2791 W Stonybrook Dr Anaheim, CA 92804","(33.82169349999999, -117.9843431)"
"2439 N Redondo Ave Odessa, TX 79763","(31.845538, -102.4624878)"
"26A Mishawum Rd Woburn, MA 1801","(42.49015680000001, -71.1509993)"
"912 Lovvorn Rd Carrollton, GA 30117","(33.5795726, -85.103023)"
"1321 W Emerson St Seattle, WA 98119","(47.65384160000001, -122.374556)"
"75 Bendertown Road Orangeville, PA 17859","(41.1480869, -76.32427899999999)"
"7719 S 43Rd Pl Phoenix, AZ 85042","(33.3769863, -111.9902958)"
"607 North Ave Aurora, IL 60505","(41.7494714, -88.30359829999999)"
"108 W Main St Malv, OH 44644","(40.6920996, -81.181403)"
"401 N Magnolia Ave Farmersville, CA 93223","(36.3003945, -119.2060375)"
"7601 Daffan Ln Austin, TX 78724","(30.3135758, -97.62565579999999)"
"13388 55Th St Se Enderlin, ND 58027","(46.6159428, -97.61878)"
"115 Burkley Place Union, NJ 7088","(40.7151182, -74.2751746)"
"801 E Mishawaka Ave Mishawaka, IN 46545","(41.6661457, -86.1718181)"
"209 York St Jersey City, NJ 7302","(40.716476, -74.0434779)"
"300 Venetian Dr Clearwater, FL 33755","(27.9870791, -82.797693)"
"20 Langner Ln Wilton, CT 6897","(41.21823, -73.40753699999999)"
"907 Ellston St Colorado Springs, CO 80907","(38.8881038, -104.8390739)"
"400 Valley High Road Burnsville, MN 55337","(44.7606528, -93.284634)"
"505 W Marion St Prospect Heights, IL 60070","(42.1011774, -87.9503094)"
"4000 Massachusetts Ave Nw Apt 1624 Washington, DC 20016","(38.9313545, -77.0788859)"
"3110 Woodfin Dr San Antonio, TX 78264","(29.166342, -98.43996299999999)"
"322 Truxton Street Kill Devil Hills, NC 27948","(36.0495791, -75.687375)"
"501 Grizzly Street Aumsville, OR 97325","(44.844268, -122.8597263)"
"5634 Timber Star San Antonio, TX 78250","(29.4940376, -98.6589628)"
"51 Yorkshire Cir Brattleboro, VT 5301","(42.85884, -72.61144999999999)"
"7442 Sandy Hatch Rd Chittenango, NY 13037","(43.082346, -75.87182399999999)"
"359 Capen Blvd Buffalo, NY 14226","(42.9661176, -78.82045649999999)"
"262 Bayview Ave Merrick, NY 11566","(40.6564483, -73.54512609999999)"
"1343 Swan St Ogden, UT 84401","(41.2252685, -111.944168)"
"127 Eastern Avenue Gloucester, MA 1930","(42.6229701, -70.640712)"
"2300 Auburn Ave Cincinnati, OH 45219","(39.1234136, -84.5078401)"
"326 Snyder Ave Pitman, NJ 8071","(39.7293803, -75.12862179999999)"
"7418 Village Square Dr West Bloomfield, MI 48322","(42.529557, -83.3824863)"
"401 Collins Road Toledo, WA 98591","(46.4538527, -122.8128432)"
"912 Granville Drive Southwest Winston-Salem, NC 27101","(36.0801772, -80.2505838)"
"3507 Perry Street Fairfax, VA 22030","(38.8618613, -77.3111952)"
"544 Fair Meadows Drive Big Lake, MN 55309","(45.325063, -93.7397859)"
"11 Ravensridge Trabuco Canyon, CA 92679","(33.6362168, -117.5613476)"
"1770 Mission Park Ct Loganville, GA 30052","(33.8226852, -83.9629123)"
"11395 Rossow Ct Denham Springs, LA 70726","(30.4287973, -90.8978545)"
"705 Vassar Drive Durand, MI 48429","(42.9172371, -83.9777952)"
"364 Kenbrook Cir San Jose, CA 95111","(37.286941, -121.843178)"
"1927 W. Mulberry St Baltimore, MD 21223","(39.292699, -76.647992)"
"204 Hope Creek Dr Irmo, SC 29063","(34.147903, -81.19277029999999)"
"1920 Seagull Dr Clearwater, FL 33764","(27.9247288, -82.7506867)"
"3980 Roundabout Rd, Louisa, VA 23093","(37.949228, -78.0243644)"
"25 Rensselaer Dr Commack, NY 11725","(40.8332218, -73.29001149999999)"
"30 Park Pl New York, NY 10007","(40.7128448, -74.0089923)"
"110 Pineway Dr Forked River, NJ 8731","(39.8303976, -74.1931245)"
"117 Henry St New Britain, CT 6051","(41.6606818, -72.7641823)"
"5405 South 19Th Avenue Phoenix, AZ 85041","(33.397663, -112.09869)"
"250 Pebble Creek Dr Tower Lakes, IL 60010","(42.2290068, -88.1405)"
"4617 N Dover Unit 3W Chicago, IL 60640","(41.96573859999999, -87.6653493)"
"359 County Road 601 Enterprise, AL 36330","(31.2978167, -85.9139429)"
"14040 Woodside St Livonia, MI 48154","(42.3840995, -83.4008252)"
"25 Montrose Ave Colonia, NJ 7067","(40.5932318, -74.3132076)"
"225 Maple St Warren, MA 1083","(42.2080422, -72.1986787)"
"431 Spring Villas Dr Sparks, NV 89431","(39.537634, -119.740901)"
"10065 De Soto Ave Unit 305 Chatsworth, CA 91311","(34.2533703, -118.5893567)"
"6257 60Th Ave Maspeth, NY 11378","(40.7177549, -73.90047899999999)"
"1001 Reese Dr Franklin, TN 37069","(35.9374557, -86.89130349999999)"
"104 Mill St Mount Orab, OH 45154","(39.0277311, -83.91774509999999)"
"1611 Hinman Settler Rd Newport, VT 5855","(44.923975, -72.1483779)"
"795 Swart Hollow Rd Oneonta, NY 13820","(42.43157, -75.04887099999999)"
"50049 Mudge Lane Coarsegold, CA 93614","(37.287264, -119.635239)"
"1442 Columbus City Rd Scottsboro, AL 35769","(34.4729839, -86.24317099999999)"
"347 Lakeside Dr Cuero, TX 77954","(29.130475, -97.270539)"
"2331 Bluffridge Street San Antonio, TX 78232","(29.5843113, -98.45394139999999)"
"15 Pine Street Ringgold, GA 30736","(34.9415312, -85.1396512)"
"106 Donash Cir Madison, AL 35758","(34.7379081, -86.747275)"
"3810 Pecan Ct Manvel, TX 77578","(29.5278692, -95.37495969999999)"
"5209 Gobel Dr Groveport, OH 43125","(39.8635765, -82.9202585)"
"622 E Kennaston Ave Montesano, WA 98563","(46.987312, -123.5929355)"
"1512 W 3Rd St. Marion, IN 46952","(40.5589677, -85.6781797)"
"5198 W Orchard Dr Mccullom Lake, IL 60050","(42.36662, -88.298543)"
"8925 Stewart Street Crossroads, TX 76227","(33.2105853, -96.9792964)"
"408 Scenic Park Dr Creve Coeur, IL 61610","(40.6497251, -89.60174599999999)"
"66 Roselawn Dr Independence, KY 41051","(38.924775, -84.5378841)"
"113 East St Heath Springs, SC 29058","(34.5950659, -80.6715533)"
"151 Jenkins Rd Opelika, AL 36804","(32.4616318, -85.3082295)"
"9245 Deepwater Point Rd Saint Michaels, MD 21663","(38.803417, -76.22148399999999)"
"8616 Whispering Trail Austin, TX 78737","(30.2307897, -97.90827499999999)"
"261 Pipeline Road Aiken, SC 29801","(33.6169079, -81.71589379999999)"
"48239 Prestwyck Drive Macomb, MI 48044","(42.6529877, -82.92128819999999)"
"1207 W Alice Ave Spokane, WA 99205","(47.6877408, -117.430151)"
"268 Surrey Hill Way Rochester, NY 14623","(43.0895409, -77.57439099999999)"
"1401 Marina Cove Dr Polk City, IA 50226","(41.7592833, -93.71184)"
"109 Marvin Rd Eutawville, SC 29048","(33.3872, -80.3576159)"
"11631 Landsdowne Dr Houston, TX 77035","(29.651297, -95.4865882)"
"1219 Arcola Ave Silver Spring, MD 20902","(39.0430139, -77.02984169999999)"
"947 Snowgoose Lane Manteca, CA 95337","(37.785008, -121.2291521)"
"306 N Santa Rosa Ave Modesto, CA 95354","(37.6421861, -120.9797227)"
"433 Poplar St Ridgely, TN 38080","(36.2626239, -89.4818415)"
"110 North Summit Drive Cabot, AR 72023","(34.9923218, -92.03330790000001)"
"3215 Knight St Apt 322 Shreveport, LA 71105","(32.4808394, -93.69892449999999)"
"3100 W End Cir Nashville, TN 37203","(36.1442528, -86.81689550000002)"
"3667 Sycamore Grove Road Chambersburg, PA 17202","(39.9712349, -77.61765729999999)"
"875 S Newhaven Dr Orange, CA 92869","(33.7739876, -117.806551)"
"14 Nightingale Road Plymouth, MA 2360","(41.8094167, -70.5559969)"
"183 W Armour Ave Milwaukee, WI 53207","(42.9613633, -87.91304319999999)"
"10560 Brems Ct. Osceola, IN 46561","(41.7067334, -86.07269289999999)"
"57 Hampshire Dr New Oxford, PA 17350","(39.8699466, -77.0473265)"
"2432 E 23Rd St 2 Flapt. 2R Brooklyn, NY 11235","(40.5922393, -73.9473547)"
"1325 N. Harrison St. Stockton, CA 95203","(37.964477, -121.302922)"
"9604 Fauntleroy Way Sw Seattle, WA 98136","(47.5174555, -122.3937402)"
"710 Bergen St Madison, WI 53714","(43.088197, -89.3140032)"
"708 South Prairie Street Jerseyville, IL 62052","(39.11226, -90.33061099999999)"
"24424 Sw 115Th Ct Homestead, FL 33032","(25.540405, -80.37880899999999)"
"18493 Sw 100Th St Crete, NE 68333","(40.629919, -96.859849)"
"13985 18 Mile Rd Gowen, MI 49326","(43.23595599999999, -85.322494)"
"64 Doe Run Lane Pottstown, PA 19464","(40.26996, -75.592902)"
"16901 Aldersyde Dr Cleveland, OH 44120","(41.4727707, -81.56167789999999)"
"1701 4Th Ave East West Fargo, ND 58078","(46.87153780000001, -96.8719881)"
"3736 Salem Chapel Drive Lithonia, GA 30038","(33.6719509, -84.17197159999999)"
"144 Midland Avenue Park Ridge, NJ 7656","(41.0427766, -74.0510112)"
"15 Denmark St Dedham, MA 2026","(42.2505059, -71.1581037)"
"140 23Rd Ave. S Seattle, WA 98144","(47.6006897, -122.3018222)"
"66 Nw I St Richmond, IN 47374","(39.8402486, -84.8990269)"
"232 Westview Dr West Union, OH 45693","(38.7999071, -83.5588348)"
"107 Windchime Ct Guyton, GA 31312","(32.19871, -81.35327590000001)"
